,Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
9997,21664,239468329700997,January,TN,3239.7094,646.15,40,44,1,,40,2,1,2,10,"Native, Born In US",62,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,16.15375,2.782152220857264
10183,22083,490785090047899,January,TX,3385.7808,800.0,40,44,1,,30,2,1,0,0,"Native, Born In US",74,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,20.0,2.995732273553991
10184,22084,490913403026868,January,TX,2999.1284,807.0,40,44,1,,39,2,1,1,3,"Native, Born In US",74,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1,20.175,3.0044442141560124
10211,22135,537497439800840,January,TX,3064.152,1057.69,45,44,1,,37,2,7,0,0,"Native, Born In US",74,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,23.504222222222225,3.157180074042299
10240,22189,740809933684488,January,TX,3230.8651,1153.84,60,44,2,,45,2,5,1,3,"Native, Born In US",74,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,19.230666666666664,2.956506227053154
10244,22195,740809941761487,January,TX,3974.9146,1192.3,40,46,1,1.0,53,2,1,0,0,"Foreign Born, US Cit By Naturalization",74,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,29.807499999999997,3.39476003969815
10316,22314,908519930219406,January,TX,3661.7996,865.38,40,44,1,1.0,46,2,1,2,10,"Native, Born In US",74,Elementary and secondary schools (6111),2310,Government - State,No,Yes,Employed-At Work,1,21.6345,3.0742892627095375
10320,22320,918098772439630,January,TX,3771.9167,500.0,40,45,1,,45,2,1,0,0,"Native, Born In US",74,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,12.5,2.5257286443082556
10401,22507,86144380992189,January,TX,3132.8248,769.23,40,44,1,,38,2,5,2,10,"Native, Born In US",74,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1,19.23075,2.9565105604002095
10785,23324,207906774890199,January,UT,1451.7675,1153.84,40,44,1,,58,1,1,4,10,"Native, Born In US",87,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,0,28.845999999999997,3.3619713351613183
10808,23359,409053800058941,January,UT,1776.4081,500.0,40,44,1,,35,2,1,2,5,"Native, Born In US",87,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,12.5,2.5257286443082556
10949,23663,405680083908768,January,VT,301.6154,1442.3,37,44,1,,61,2,1,0,0,"Native, Born In US",VT,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,38.98108108108108,3.66307642794524
10998,23764,805081033409667,January,VT,283.963,1063.46,40,44,1,,51,2,1,0,0,"Native, Born In US",VT,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1,26.5865,3.280403568159405
11019,23819,986030972579510,January,VT,278.83,865.38,50,44,1,,46,2,1,1,4,"Native, Born In US",VT,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,17.3076,2.851145711395328
11159,24046,911299230769503,January,VA,3235.6426,1480.0,40,44,1,,29,2,7,0,0,"Native, Born In US",54,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,37.0,3.6109179126442243
11162,24051,921409770499509,January,VA,2767.7882,1250.0,40,44,1,,63,2,1,0,0,"Native, Born In US",54,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,31.25,3.4420193761824107
11261,24236,714031932539690,January,VA,3203.1336,2692.3,40,44,1,,61,2,1,0,0,"Native, Born In US",54,Elementary and secondary schools (6111),2310,Government - Federal,No,No,Employed-At Work,1,67.3075,4.209271671749139
11264,24242,715039053908291,January,VA,3257.7434,600.0,40,44,1,,29,2,1,0,0,"Native, Born In US",54,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,15.0,2.70805020110221
11274,24259,750106426840099,January,VA,2809.7179,230.76,30,44,1,,54,1,1,0,0,"Native, Born In US",54,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,0,7.691999999999999,2.0401808277265334
11292,24299,930916074253319,January,VA,2955.3403,1923.07,40,44,1,,35,2,2,5,13,"Native, Born In US",54,Elementary and secondary schools (6111),2310,Government - Federal,No,No,Employed-At Work,1,48.07675,3.872798692268385
11362,24444,350100092367418,January,VA,2787.3754,1153.84,40,44,1,,59,2,4,0,0,"Native, Born In US",54,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,28.845999999999997,3.3619713351613183
11447,24651,350309916473180,January,WA,2756.6492,1384.61,55,44,1,,59,2,5,0,0,"Native, Born In US",91,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,25.17472727272727,3.225840605287843
11560,24902,986003936539300,January,WA,3031.8603,1057.69,50,44,1,,56,1,7,0,0,"Native, Born In US",91,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,0,21.1538,3.0518195583844725
11607,25015,250940097353979,January,WV,1224.3202,730.76,40,44,1,,33,2,7,0,0,"Native, Born In US",55,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,18.269,2.9052056343544326
11721,25269,603106885106175,January,WI,3368.3323,769.0,40,44,2,,41,1,1,4,10,"Native, Born In US",WI,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,0,19.225,2.9562115153917077
11793,25429,975949670479509,January,WI,1822.3623,2307.0,40,44,1,,55,1,1,0,0,"Native, Born In US",WI,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,57.675,4.054823804059818
11901,25653,620959073853059,January,WI,1614.3736,1384.61,60,44,1,,60,1,1,0,0,"Native, Born In US",WI,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,0,23.076833333333333,3.1388292282982135
11924,25699,907008405100265,January,WI,1710.5233,1076.92,50,44,1,,47,1,1,4,10,"Native, Born In US",WI,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,0,21.538400000000003,3.0698373885607744
11925,25700,907008405100265,January,WI,1865.6806,1365.38,50,44,1,,47,2,1,4,10,"Native, Born In US",WI,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,27.3076,3.307165051726476
12017,25867,630969097257669,January,WY,420.0545,1153.84,45,44,1,,41,2,1,3,10,"Native, Born In US",83,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,25.640888888888888,3.244188299504935
12122,26070,343099839100940,February,AL,3941.1485,769.0,40,46,2,,52,1,1,0,0,"Native, Born In US",63,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,0,19.225,2.9562115153917077
12215,26263,58820810698999,February,AL,2749.5014,1250.0,45,44,1,,62,2,1,0,0,"Native, Born In US",63,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,27.77777777777778,3.324236340526027
12330,26532,342609080469001,February,AK,387.2666,1529.41,40,44,1,,35,1,1,0,0,"Native, Born In US",94,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,0,38.23525,3.643757864986647
12346,26563,620051098907198,February,AK,473.2746,1615.38,40,44,4,,55,2,1,0,0,"Foreign Born, US Cit By Naturalization",94,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,40.3845,3.6984460479831482
12500,26848,96834007013447,February,AZ,2313.2942,1625.0,40,44,1,1.0,43,2,1,3,6,"Native, Born Abroad Of US Parent(s)",86,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1,40.625,3.7043836406499016
12654,27169,800509909131392,February,AR,1356.6247,1923.0,32,44,6,,44,2,5,1,3,"Native, Born In US",71,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,60.09375,4.095905842789053
12694,27256,400509968164597,February,AR,1386.8396,692.3,40,44,1,,28,2,7,0,0,"Native, Born In US",71,Elementary and secondary schools (6111),2310,Government - State,No,Yes,Employed-At Work,1,17.307499999999997,2.8511399335700434
12747,27383,9058402036622,February,CA,3429.5593,1153.0,40,44,2,,30,2,7,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1,28.825,3.3612430661551227
12774,27442,53530860980682,February,CA,3851.084,942.3,60,44,1,1.0,31,1,7,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,15.705,2.75397913299061
12805,27503,80167003108860,February,CA,2721.8825,1192.3,40,44,1,,44,2,7,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,29.807499999999997,3.39476003969815
12978,27886,582096259600754,February,CA,2979.2641,1904.76,40,44,1,,52,2,1,1,4,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,47.619,3.863231841258214
13149,28222,836827480219009,February,CA,3061.2044,1923.0,40,44,1,,52,2,1,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2310,"Private, For Profit",No,Yes,Employed-At Work,1,48.075,3.8727622914748436
13278,28514,50740460017407,February,CA,3138.4295,1826.09,50,44,1,,43,1,1,2,10,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,36.5218,3.5979093425734874
13593,29241,900162001208440,February,CA,3279.0298,1972.97,50,44,1,,51,1,1,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,0,39.4594,3.6752722952077073
13613,29288,924086877089490,February,CA,3099.1608,1038.46,40,44,1,,47,2,1,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,25.9615,3.2566146713684687
13695,29487,146770640720006,February,CA,2577.4026,1900.0,40,44,1,1.0,37,2,1,3,3,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,47.5,3.8607297110405954
13738,29611,800609978695194,February,CA,2851.2655,1153.84,40,44,1,1.0,60,2,1,0,0,"Native, Born In US",93,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,28.845999999999997,3.3619713351613183
13780,29692,190883096308739,February,CO,1609.1955,865.0,40,44,1,,31,2,7,0,0,"Native, Born In US",84,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,21.625,3.073850052817943
13919,29980,844075269800723,February,CO,1643.0412,1057.69,40,44,1,,36,1,1,0,0,"Native, Born In US",84,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,26.44225,3.274963109698682
14057,30242,95954602009977,February,CT,1044.2601,769.0,40,44,1,,51,2,1,1,3,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,1,19.225,2.9562115153917077
14090,30311,800907986516494,February,CT,1071.064,1451.0,40,44,1,,42,2,1,2,6,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1,36.275,3.5911287987702516
14094,30318,939240461700780,February,CT,946.7887,1192.0,40,44,1,,64,1,1,0,0,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,29.8,3.3945083935113587
14095,30319,939240461700780,February,CT,952.3446,1346.15,40,44,1,,61,2,1,0,0,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,33.65375,3.516124491189194
14109,30342,4430890751694,February,CT,1165.4507,1384.61,80,46,1,,37,1,1,2,3,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,0,17.307624999999998,2.8511471558464327
14112,30357,44500490763492,February,CT,1132.3001,1200.0,40,44,1,,36,2,7,0,0,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,30.0,3.4011973816621555
14120,30374,59660890960697,February,CT,1048.124,1451.0,40,44,1,,46,2,1,3,10,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,36.275,3.5911287987702516
14214,30561,669679980639002,February,CT,1048.6927,1242.3,40,44,1,,41,2,1,2,6,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,31.057499999999997,3.435840325105695
14262,30658,899699480017003,February,CT,1016.2221,1634.0,40,46,1,,45,1,1,0,0,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,0,40.85,3.709906821306012
14289,30714,989400364410940,February,CT,1048.124,1596.15,40,44,1,,48,2,1,1,4,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,39.90375,3.686470304441914
14302,30754,708902620997219,February,CT,978.9439,1250.0,40,45,1,,33,2,1,0,0,"Native, Born In US",CT,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1,31.25,3.4420193761824107
14446,31049,153050147140060,February,DE,477.7715,1242.0,40,44,1,,35,2,1,2,8,"Native, Born In US",51,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,31.05,3.435598808379488
14489,31188,720104005518520,February,DE,549.4227,961.53,40,44,2,,30,2,7,0,0,"Native, Born In US",51,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,24.038249999999998,3.179646311676199
14560,31311,95571410769387,February,DC,405.1696,1576.92,45,44,2,,36,2,7,1,4,"Native, Born In US",53,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,35.04266666666667,3.5565663666732275
14819,31813,502019680309101,February,FL,3673.44,830.76,40,44,1,,63,2,4,0,0,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,20.769,3.033461490363998
14851,31882,908907301993902,February,FL,3816.296,865.0,60,44,1,,63,2,5,0,0,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1,14.416666666666666,2.6683849447097785
14865,31908,4906091988422,February,FL,3249.4745,884.61,40,44,1,7.0,52,2,1,0,0,"Foreign Born, Not a US Citizen",59,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1,22.11525,3.096267415800821
14882,31949,32122221180920,February,FL,3146.8628,940.0,40,44,1,,43,2,1,0,0,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,23.5,3.1570004211501135
14891,31979,45421820012606,February,FL,3021.4639,865.38,40,44,1,,31,2,7,0,0,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,21.6345,3.0742892627095375
14934,32067,100064002006272,February,FL,3543.1811,269.23,28,44,1,,56,2,1,0,0,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,9.615357142857144,2.2633615226938257
14944,32091,130122004618650,February,FL,3222.389,2019.0,40,46,1,,54,2,1,0,0,"Native, Born Abroad Of US Parent(s)",59,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,50.475,3.921478164198901
15039,32304,410200007755826,February,FL,3334.3009,475.0,36,44,1,2.0,52,2,5,0,0,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,13.194444444444445,2.5797958655785314
15196,32741,721805068909295,February,FL,3136.1294,807.69,40,44,1,,34,1,1,2,2,"Native, Born In US",59,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,0,20.19225,3.005298867423203
15272,32888,165984607052309,February,GA,2972.5665,1076.92,57,44,1,,47,2,1,1,3,"Native, Born In US",58,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,18.893333333333334,2.93880912615437
15405,33174,165954707017329,February,GA,2364.1011,1052.3,40,45,1,,31,2,1,1,1,"Native, Born In US",58,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,26.307499999999997,3.26985406963283
15407,33176,194954209075399,February,GA,2973.5696,940.0,40,44,1,,53,2,5,0,0,"Native, Born In US",58,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,23.5,3.1570004211501135
15447,33263,131599048001305,February,GA,2446.1829,1076.0,50,46,1,,42,2,1,0,0,"Native, Born In US",58,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1,21.52,3.0689827352935835
15588,33565,509580195860941,February,HI,548.2655,1057.69,60,44,4,,33,2,5,0,0,"Native, Born In US",95,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,17.62816666666667,2.869498001590518
15977,34405,220672099018389,February,IL,2958.6668,1634.61,35,44,1,,37,1,1,1,2,"Native, Born In US",IL,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,0,46.70314285714286,3.84381146127854
